Uid,Sentiment
668,negative
489,positive
427,positive
398,neutral
394,positive
382,neutral
364,positive
283,neutral
269,positive
250,positive
233,positive
67,positive
52,negative
17,neutral
2993,negative
2963,positive
2957,positive
2915,neutral
2872,positive
2824,positive
2812,positive
2777,negative
2685,negative
2574,neutral
2573,positive
2521,positive
2482,positive
2473,positive
2419,positive
2403,positive
2383,positive
2371,negative
2236,positive
2205,negative
2164,positive
2143,positive
2046,positive
2035,negative
2017,negative
1126,positive
1091,positive
1071,positive
991,neutral
974,positive
925,neutral
882,negative
874,negative
840,positive
746,neutral
663,positive
587,positive
586,positive
579,positive
498,positive
490,neutral
405,neutral
375,positive
345,positive
335,positive
330,negative
323,neutral
72,negative
2862,negative
2833,positive
2692,positive
2626,positive
2562,positive
2560,positive
2477,positive
2448,negative
2424,positive
2311,positive
2275,positive
2210,negative
2125,positive
2024,positive
1910,negative
1585,positive
1568,positive
1565,negative
1534,neutral
1508,positive
1501,positive
1485,positive
1482,positive
1412,positive
1302,positive
1283,positive
1269,positive
1253,neutral
1246,positive
1237,positive
1179,positive
1147,negative
1129,neutral
1122,positive
1096,positive
1045,positive
1001,neutral
989,positive
973,positive
949,positive
938,neutral
891,positive
816,negative
801,negative
768,positive
766,positive
739,positive
721,positive
710,positive
685,positive
675,neutral
662,positive
637,neutral
608,positive
588,positive
554,neutral
545,neutral
529,negative
519,positive
463,neutral
421,neutral
414,neutral
400,positive
384,neutral
378,positive
349,negative
272,positive
267,positive
260,positive
255,positive
44,negative
16,negative
2997,negative
2988,positive
2972,neutral
2968,neutral
2935,positive
2887,positive
2886,positive
2873,positive
2809,positive
2793,neutral
2722,negative
2713,neutral
2625,positive
2588,positive
2547,positive
2532,neutral
2398,negative
2380,positive
2365,negative
2337,positive
2335,positive
2135,neutral
2001,positive
1978,positive
1758,neutral
1709,positive
1602,positive
1437,neutral
1433,positive
1385,positive
1319,positive
1305,positive
1196,neutral
742,neutral
718,positive
674,positive
652,negative
648,positive
615,positive
560,negative
543,positive
422,neutral
410,positive
352,neutral
322,negative
288,positive
277,negative
224,neutral
167,positive
93,neutral
2906,negative
2763,negative
2567,negative
2499,positive
2356,positive
2248,positive
2178,positive
2077,positive
2025,positive
1995,negative
1724,positive
1597,negative
1590,neutral
1587,positive
1564,neutral
1548,neutral
1443,positive
1298,positive
1265,positive
1079,positive
1067,negative
1015,positive
1012,positive
963,positive
930,positive
844,positive
828,positive
754,positive
749,positive
735,neutral
722,positive
616,positive
510,positive
482,positive
325,positive
311,positive
280,positive
127,negative
56,negative
2977,positive
2883,positive
2798,positive
2780,positive
2670,negative
2628,positive
2519,negative
2484,positive
2402,neutral
2301,positive
2170,positive
2055,negative
2003,positive
1966,positive
1931,positive
1896,positive
1612,positive
1588,positive
1459,negative
1395,neutral
1356,positive
1318,positive
1272,neutral
1243,positive
1233,negative
1197,positive
1195,positive
1113,negative
1105,positive
1083,positive
1064,positive
943,neutral
919,positive
868,positive
854,positive
852,neutral
838,negative
705,positive
700,neutral
692,positive
462,positive
389,positive
300,negative
289,negative
55,negative
37,positive
29,negative
2983,negative
2903,positive
2702,neutral
2700,positive
2468,positive
2455,negative
2436,negative
2320,neutral
2249,positive
2224,neutral
2160,neutral
2126,negative
2123,positive
2119,positive
2106,positive
2099,negative
1368,neutral
1367,neutral
1323,neutral
1270,neutral
1250,positive
1229,negative
1212,positive
1186,positive
1175,neutral
2226,positive
2051,positive
1593,positive
1571,neutral
1549,negative
1481,positive
1474,positive
1378,positive
1187,positive
1140,positive
1054,neutral
796,neutral
787,positive
686,positive
625,positive
550,positive
442,neutral
407,negative
321,neutral
271,positive
252,negative
207,positive
96,positive
87,neutral
19,positive
15,positive
2943,positive
2941,neutral
2807,positive
2598,negative
2459,positive
2454,neutral
2343,positive
2181,negative
2067,positive
1830,positive
1538,positive
1535,positive
1444,negative
1387,positive
1095,negative
1075,positive
1060,positive
985,positive
679,positive
659,positive
642,positive
629,positive
491,positive
447,negative
284,positive
282,neutral
238,positive
38,neutral
34,neutral
2953,positive
2930,positive
2882,neutral
2806,positive
2799,positive
2525,neutral
2359,positive
2340,positive
1695,positive
1616,positive
1570,positive
1532,positive
1505,neutral
1335,positive
1255,neutral
1225,neutral
1218,positive
1203,neutral
1192,negative
1141,positive
1115,positive
1074,positive
1032,negative
819,neutral
782,positive
761,positive
751,positive
732,neutral
684,positive
618,positive
578,positive
540,positive
508,neutral
467,positive
466,neutral
431,positive
355,positive
263,positive
178,positive
164,positive
110,neutral
28,negative
2814,positive
2800,positive
2774,positive
2444,negative
2416,positive
2346,positive
2232,positive
2219,neutral
2213,positive
2161,positive
2120,negative
1744,positive
1743,positive
1600,neutral
1582,positive
1553,negative
1490,positive
1422,neutral
1416,negative
1394,positive
1313,neutral
1168,positive
1135,positive
1109,negative
1043,positive
1035,positive
977,positive
965,positive
923,positive
902,positive
809,neutral
1856,negative
1566,positive
1205,positive
1010,positive
834,negative
769,positive
517,negative
194,positive
54,positive
33,positive
31,negative
18,positive
2843,negative
2772,neutral
2167,positive
2097,negative
2092,positive
765,negative
476,positive
274,positive
257,positive
2852,negative
2827,positive
2643,positive
2544,positive
2432,negative
2078,negative
1456,positive
1399,positive
1093,positive
1037,neutral
1003,positive
793,positive
727,negative
149,negative
134,negative
95,negative
21,negative
14,positive
2965,positive
2948,neutral
2939,positive
2902,neutral
2898,negative
2764,positive
2652,neutral
2622,positive
2245,positive
1787,neutral
1374,positive
1316,neutral
1299,positive
1130,positive
929,neutral
558,neutral
557,positive
501,positive
444,negative
324,positive
303,positive
301,positive
264,neutral
80,negative
78,positive
66,negative
65,neutral
2861,positive
2634,neutral
2539,positive
2412,negative
2358,positive
2283,positive
2138,neutral
1993,positive
1601,negative
1473,neutral
1472,positive
1419,neutral
1401,positive
1280,neutral
1261,positive
1244,positive
996,neutral
939,positive
910,negative
708,negative
653,positive
651,neutral
643,positive
480,positive
273,neutral
243,positive
144,positive
102,neutral
25,positive
2875,positive
2690,negative
2509,positive
2490,negative
2406,positive
2267,negative
2095,negative
1837,negative
1717,positive
1618,neutral
1555,negative
1425,negative
1393,positive
1154,positive
1145,positive
866,positive
369,negative
314,neutral
276,positive
42,neutral
36,neutral
30,negative
9,positive
2961,negative
2890,negative
2878,positive
2594,positive
2536,positive
2390,positive
2262,positive
2250,negative
2247,positive
2243,positive
483,positive
2016,positive
1990,negative
1340,negative
1510,positive
932,positive
2407,positive
313,negative
1667,positive
2659,positive
1431,positive
2618,positive
1327,positive
555,positive
440,positive
2907,positive
2408,positive
987,neutral
281,negative
2520,positive
1614,positive
1609,positive
419,positive
2775,negative
2333,positive
1423,positive
631,positive
624,positive
26,negative
2259,negative
1937,negative
1730,negative
867,positive
614,positive
505,positive
2461,negative
2339,positive
1630,positive
1193,positive
1040,positive
917,positive
2443,positive
1626,positive
1307,negative
1164,positive
856,positive
418,positive
390,negative
1381,positive
1315,negative
336,neutral
2888,positive
2686,positive
2355,positive
