Uid,Sentiment
33798,neutral
21050,neutral
6155,negative
4426,negative
29640,neutral
38013,positive
34251,positive
14192,negative
1645,negative
11250,negative
30263,positive
24635,positive
23299,positive
17085,neutral
24482,neutral
14620,negative
13575,neutral
24554,neutral
27011,positive
9776,positive
715,positive
5093,negative
15105,negative
28528,neutral
16377,positive
35516,neutral
4577,positive
41885,positive
19231,neutral
8104,negative
26414,negative
22520,negative
2591,neutral
39079,neutral
27940,neutral
29717,neutral
27119,negative
21327,neutral
24777,negative
34031,neutral
740,neutral
24647,negative
12945,positive
17144,negative
31936,neutral
43482,negative
16352,positive
15384,negative
42233,neutral
14935,negative
30370,neutral
6220,neutral
17351,neutral
39654,neutral
28747,negative
30550,negative
29266,negative
30588,neutral
12880,neutral
39166,positive
16998,positive
18215,negative
21029,neutral
9880,negative
31672,neutral
38639,neutral
29764,neutral
43951,negative
16236,negative
10601,neutral
22853,neutral
37914,neutral
30578,neutral
7157,positive
18698,negative
22856,neutral
28822,neutral
36977,neutral
16162,negative
33415,neutral
42348,positive
42710,positive
23735,neutral
10479,neutral
36134,negative
12179,neutral
14744,positive
31342,negative
15271,neutral
14470,neutral
27226,negative
12741,positive
42337,negative
15303,negative
4735,negative
45135,negative
35640,negative
27255,positive
33438,neutral
26809,positive
27201,negative
26937,negative
348,negative
26601,negative
6499,positive
32224,positive
41054,neutral
42939,positive
13250,neutral
43755,neutral
16847,positive
23401,negative
4191,positive
17421,negative
8502,neutral
26339,neutral
34254,neutral
34436,neutral
18834,negative
35238,neutral
31726,negative
27771,negative
22493,positive
39566,positive
41134,neutral
17408,neutral
2670,negative
38178,neutral
41827,neutral
33287,neutral
39395,neutral
12653,positive
42329,neutral
9060,neutral
11787,neutral
16102,neutral
10969,neutral
5635,neutral
14538,negative
38817,positive
3139,positive
15354,positive
38593,positive
42574,negative
24353,negative
41302,negative
12821,neutral
24199,negative
23813,negative
24196,positive
19737,negative
15962,negative
3337,negative
18244,neutral
27034,neutral
26842,neutral
22543,negative
32965,negative
33983,neutral
19946,positive
38046,negative
39086,neutral
870,neutral
16912,neutral
13972,neutral
24103,negative
13686,positive
11143,negative
44331,neutral
44998,negative
39333,neutral
43111,positive
17654,negative
28027,neutral
38093,neutral
32844,negative
17322,negative
40898,positive
22095,positive
15873,neutral
2657,negative
2807,positive
12684,negative
42923,negative
12527,positive
5090,neutral
10394,negative
31866,neutral
41804,positive
44187,neutral
36120,negative
13096,negative
19594,negative
20879,neutral
29390,neutral
35467,neutral
24487,positive
5808,negative
27014,negative
28541,negative
27948,negative
35575,positive
34784,positive
35335,neutral
13889,negative
4221,positive
2615,negative
21111,neutral
37677,negative
18684,positive
37386,neutral
15222,positive
25279,negative
13352,negative
27141,neutral
167,negative
6271,neutral
24821,neutral
30504,neutral
14341,positive
5307,negative
16326,neutral
39785,negative
13233,positive
27716,neutral
30406,negative
19931,neutral
38683,negative
40759,neutral
18651,negative
25811,neutral
5255,neutral
34012,negative
38189,negative
12335,negative
18665,negative
34487,neutral
20551,positive
14606,neutral
3013,neutral
32015,negative
15027,neutral
14314,negative
16096,negative
43734,neutral
32944,positive
29287,negative
16708,negative
18826,negative
14654,neutral
43394,neutral
38536,positive
3753,negative
24545,positive
14577,negative
21964,neutral
31243,positive
40558,negative
15863,positive
7971,neutral
27557,negative
28597,positive
16397,negative
2186,neutral
9916,neutral
23,negative
37043,neutral
26018,positive
5815,neutral
40384,negative
36663,negative
26833,positive
16960,positive
1378,neutral
27579,negative
892,neutral
28674,neutral
12533,negative
27414,neutral
15177,positive
19155,neutral
12109,negative
28998,neutral
26366,positive
15625,positive
20919,positive
13604,negative
13891,negative
2567,neutral
22251,negative
497,negative
33239,negative
16240,negative
35946,neutral
9435,negative
36705,negative
37072,positive
24754,positive
8915,positive
2804,neutral
13160,neutral
40066,neutral
26210,negative
12905,neutral
17553,neutral
39467,negative
39260,neutral
10178,negative
37799,neutral
11530,negative
33662,neutral
19028,positive
37614,neutral
23484,neutral
6187,negative
466,positive
19321,positive
44451,positive
16427,positive
22075,negative
22749,negative
23853,neutral
4537,negative
28511,negative
2294,positive
36012,neutral
28223,negative
23478,positive
42371,negative
17065,negative
32304,negative
35121,negative
21938,positive
28431,positive
43508,positive
12580,negative
24910,negative
19913,negative
14883,neutral
35175,neutral
7795,positive
27435,negative
8098,neutral
2542,neutral
1114,neutral
37164,negative
36905,negative
2604,positive
13059,negative
25251,negative
40336,positive
3857,negative
14025,neutral
23256,positive
12693,negative
8173,positive
26355,neutral
7262,neutral
31839,negative
19393,negative
20236,positive
34074,negative
18752,neutral
38477,negative
24210,negative
18888,positive
22226,neutral
27098,positive
23687,negative
22260,neutral
25524,positive
27052,neutral
28262,neutral
2616,negative
14851,neutral
3136,neutral
8917,negative
36894,neutral
29612,positive
5846,neutral
40966,neutral
12409,positive
22598,neutral
2330,positive
22113,positive
40980,negative
14503,neutral
17225,neutral
32132,negative
21041,positive
14083,positive
22653,neutral
22778,negative
29220,neutral
45250,positive
2101,positive
26967,negative
4859,positive
8075,positive
14037,negative
9893,positive
21977,positive
28487,neutral
3151,neutral
27206,positive
12330,neutral
5043,negative
4201,negative
20283,negative
19313,positive
3068,neutral
20647,neutral
3155,neutral
44849,neutral
44530,neutral
3941,negative
19444,neutral
29255,neutral
17131,positive
18193,neutral
45222,neutral
20619,positive
43009,neutral
25592,neutral
6157,neutral
14436,neutral
8369,neutral
26709,negative
31756,positive
7507,neutral
13709,positive
18306,positive
7078,neutral
1871,negative
19091,neutral
22002,positive
33086,positive
36792,positive
20905,neutral
12,neutral
14821,neutral
20977,negative
37461,neutral
288,neutral
27840,negative
45230,negative
14583,negative
31086,neutral
28049,positive
43776,positive
20857,neutral
8549,negative
28033,neutral
5430,neutral
15983,positive
4491,positive
10413,neutral
988,positive
37825,neutral
31245,positive
45050,negative
2388,neutral
31295,neutral
43555,negative
38936,negative
24136,negative
33873,neutral
36256,negative
13859,negative
27259,neutral
24778,positive
6182,positive
22048,negative
40749,negative
16576,negative
42730,negative
28689,negative
25316,negative
34670,negative
45117,positive
4605,neutral
18915,negative
1699,negative
2122,neutral
33731,negative
22250,negative
31223,negative
24862,positive
40952,negative
7185,negative
24019,positive
17376,neutral
36689,negative
23937,neutral
3480,negative
40820,neutral
28874,positive
9266,neutral
1888,neutral
15707,neutral
781,neutral
9035,neutral
33940,negative
26138,neutral
20544,neutral
22124,negative
37949,neutral
17307,neutral
42436,positive
26831,negative
39409,positive
23887,positive
7354,neutral
12538,negative
2580,neutral
27219,positive
44032,neutral
21369,positive
18695,neutral
12909,negative
31294,negative
10492,negative
1059,positive
42618,negative
6638,neutral
18113,neutral
45131,neutral
18093,neutral
10427,neutral
22585,neutral
2304,negative
34453,neutral
31013,negative
15270,neutral
10159,negative
28042,negative
23169,negative
42240,neutral
8121,negative
22207,neutral
14717,negative
2102,negative
12665,neutral
42654,neutral
24193,negative
25066,positive
27505,positive
26272,negative
10498,negative
3063,neutral
38949,negative
35315,neutral
40371,negative
43227,neutral
28294,negative
17234,neutral
19304,positive
16142,neutral
16862,negative
2538,neutral
2991,negative
15092,neutral
15898,positive
34923,neutral
28308,neutral
8261,neutral
4712,neutral
28468,negative
31278,neutral
28220,negative
13260,negative
23436,positive
13861,negative
30937,negative
5558,neutral
24158,neutral
22680,neutral
26924,negative
26258,neutral
8455,negative
29446,negative
15206,negative
45181,positive
16072,negative
19067,negative
439,neutral
44694,negative
36333,neutral
15236,neutral
25531,negative
11964,positive
30332,positive
1425,positive
38247,negative
12892,neutral
28805,neutral
9990,neutral
31403,negative
6745,neutral
6454,positive
36252,negative
14843,neutral
25858,negative
35491,negative
24510,negative
19551,negative
42512,negative
34296,positive
21801,neutral
41541,positive
18739,positive
11958,negative
41753,negative
11391,neutral
5321,negative
34378,positive
24924,negative
15642,negative
14502,negative
11270,neutral
24477,negative
41943,neutral
13731,negative
24252,negative
44882,positive
13532,neutral
12686,neutral
34220,neutral
35037,neutral
35113,neutral
17014,negative
42854,neutral
15187,negative
28570,negative
19658,positive
7523,neutral
31875,negative
4696,negative
31889,positive
6352,neutral
31405,negative
6456,neutral
13769,positive
14332,negative
14257,neutral
22590,positive
12165,positive
22464,neutral
43643,positive
6993,positive
28834,negative
13281,negative
19154,negative
40353,negative
1357,neutral
18933,positive
14613,positive
1706,negative
2975,negative
43728,neutral
42370,negative
36753,positive
6199,neutral
15900,neutral
7206,neutral
8539,negative
28287,negative
36966,positive
9585,neutral
16857,negative
18163,positive
36717,neutral
27976,negative
14354,positive
29012,positive
27107,neutral
1618,neutral
43580,negative
14840,neutral
19166,negative
30417,neutral
20935,positive
29629,negative
24943,positive
32303,neutral
22189,neutral
21001,neutral
26762,neutral
43202,positive
30712,neutral
3658,neutral
39061,negative
14520,negative
35673,neutral
3441,negative
35431,negative
15881,negative
44567,negative
28346,neutral
24999,negative
19427,neutral
12371,negative
44050,negative
8151,neutral
22228,neutral
15372,neutral
37238,neutral
16935,negative
19075,neutral
31713,neutral
23486,neutral
27534,negative
36603,negative
13045,negative
44741,positive
34105,neutral
26616,negative
15014,positive
2363,negative
20590,neutral
32879,neutral
23831,negative
14283,positive
23741,neutral
39675,negative
38088,negative
27347,negative
4847,neutral
40093,neutral
15096,negative
32752,neutral
12640,negative
7228,negative
15606,positive
28877,neutral
17019,negative
37965,negative
4474,negative
15820,positive
27220,neutral
39701,neutral
9665,neutral
21030,neutral
18939,negative
15283,neutral
13498,positive
28116,positive
7390,negative
19267,neutral
39772,neutral
30914,positive
34589,negative
42317,negative
16405,negative
3963,neutral
44164,negative
21547,positive
8839,negative
32527,negative
16385,positive
14492,neutral
37061,positive
37262,negative
11751,positive
4989,negative
2517,neutral
24467,positive
13007,negative
30576,positive
1678,negative
13514,neutral
13951,negative
27233,positive
12611,negative
19622,positive
41029,negative
36456,neutral
31284,negative
23360,positive
3163,negative
26108,positive
33880,negative
44209,positive
9929,negative
16192,neutral
23127,neutral
8780,neutral
27137,negative
44423,neutral
9084,negative
42454,positive
44893,negative
16590,neutral
29404,neutral
16792,negative
16686,negative
16594,negative
26205,positive
32040,neutral
19148,positive
20216,negative
11947,positive
18766,negative
21918,negative
43512,neutral
11122,neutral
28985,negative
13829,negative
1550,neutral
17742,negative
19274,neutral
24719,positive
38819,positive
19700,neutral
4145,positive
10726,negative
2485,neutral
13371,neutral
22149,neutral
23253,neutral
36886,neutral
30997,positive
26304,negative
11754,neutral
28696,neutral
